Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2024-05-26,21:03:24,CNR7898886,Success,303722,eBike,Jayanagar,Mahadevapura,1.53,7.68,0,,0,,0,,378,22.36,3.3,3.7
2024-05-30,10:06:25,CNR3263222,Cancelled by Driver,797645,Prime Plus,Frazer Town,Richmond Town,,,0,,1,More than permitted people in there,0,,,,,
2024-05-26,21:24:58,CNR7317584,Success,335232,Prime SUV,Frazer Town,Kammanahalli,7.91,10.47,0,,0,,0,,421,27.89,3.9,4.8
2024-05-19,01:25:37,CNR9006653,Success,426812,Mini,Brookefield,Varthur,3.55,4.05,0,,0,,0,,524,27.04,4.9,3.6
2024-05-05,22:42:22,CNR4839126,Success,856541,Bike,Hebbal,RT Nagar,3.23,2.8,0,,0,,0,,3045,40.34,4.6,4.2
2024-05-16,01:24:35,CNR4006319,Cancelled by Driver,582713,Mini,Sarjapur Road,Vidyaranyapura,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-07,23:54:54,CNR5050689,Success,283444,Auto,New BEL Road,JP Nagar,8.33,14.16,0,,0,,0,,325,27.75,4.4,3.9
2024-05-06,16:37:27,CNR7267705,Incomplete,269107,Auto,BTM Layout,Bannerghatta Road,5.61,2.06,0,,0,,1,Vehicle Breakdown,466,31.26,4.4,4.9
2024-05-19,17:25:16,CNR6425988,Success,746996,Prime Plus,Sahakara Nagar,Yelahanka,1.32,10.07,0,,0,,0,,175,33.98,4.1,4
2024-05-20,16:47:30,CNR6208420,Success,716219,Bike,Brookefield,Banashankari,8.04,6.49,0,,0,,0,,97,44.59,4.3,4.3
2024-05-25,12:59:13,CNR8349347,Cancelled by Driver,140553,eBike,Langford Town,Marathahalli,,,0,,1,More than permitted people in there,0,,,,,
2024-05-14,07:52:37,CNR3277710,Success,351912,Prime Plus,BTM Layout,Jalahalli,4.62,3.4,0,,0,,0,,773,6.08,4.7,4.6
2024-05-12,00:25:50,CNR2390737,Success,151585,Prime Plus,CV Raman Nagar,Kammanahalli,4.78,4.39,0,,0,,0,,516,29.9,4.6,3.9
2024-05-26,15:08:49,CNR5608183,Success,410991,Bike,Bennigana Halli,CV Raman Nagar,5.17,5.53,0,,0,,0,,450,9.13,4.2,3.9
2024-05-21,23:06:36,CNR6795421,Incomplete,797302,Prime Plus,Domlur,Yeshwanthpur,6.42,9.61,0,,0,,1,Vehicle Breakdown,105,15.89,3.3,4.3
2024-05-13,07:41:55,CNR3847437,Cancelled by Driver,885915,Prime SUV,Vasanth Nagar,Marathahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-15,09:22:54,CNR2725152,Success,782541,Prime SUV,Peenya,Whitefield,6.18,7.84,0,,0,,0,,491,6.68,3,4.5
2024-05-30,15:30:25,CNR4468534,Success,633889,Mini,HSR Layout,Sanjay Nagar,2.02,8.36,0,,0,,0,,428,31.34,3.4,4.8
2024-05-24,00:03:41,CNR2826842,Incomplete,870481,Prime Sedan,Varthur,Koramangala,5.83,8.22,0,,0,,1,Vehicle Breakdown,315,36.53,4.6,4.4
2024-05-20,03:08:22,CNR8955557,Success,603525,eBike,Jalahalli,Bennigana Halli,6.66,12.17,0,,0,,0,,387,12.72,4.9,3.6
2024-05-29,21:16:19,CNR8919034,Cancelled by System,733042,Prime SUV,Domlur,Cooke Town,,,0,,0,,0,,,,,
2024-05-24,16:07:40,CNR4670598,Success,465666,Prime SUV,Mahadevapura,Bannerghatta Road,4.87,8.98,0,,0,,0,,314,42.52,3,4.3
2024-05-15,08:54:59,CNR5761347,Success,892712,Prime Sedan,BTM Layout,Kalyan Nagar,4.83,12.44,0,,0,,0,,395,19.37,3.6,4
2024-05-26,17:40:53,CNR5039444,Success,746769,eBike,Yelahanka,Langford Town,2.64,13.67,0,,0,,0,,1086,43.54,3.3,3.8
2024-05-07,07:04:52,CNR6535720,Cancelled by System,500521,eBike,Banashankari,Electronic City,,,0,,0,,0,,,,,
2024-05-08,23:56:40,CNR7116104,Cancelled by Driver,848664,eBike,Frazer Town,Kalyan Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-26,14:01:09,CNR8229825,Success,609894,Mini,Peenya,BTM Layout,8.84,9.86,0,,0,,0,,885,42.15,3.2,4.8
2024-05-10,14:26:08,CNR5706858,Cancelled by Driver,156182,Prime SUV,Varthur,Frazer Town,,,0,,1,More than permitted people in there,0,,,,,
2024-05-04,03:52:44,CNR3607588,Cancelled by Customer,415593,Auto,Bennigana Halli,Whitefield,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2024-05-21,09:26:52,CNR5433268,Success,217673,Prime Plus,Sarjapur Road,Brookefield,5.41,13.76,0,,0,,0,,351,12.47,3.1,4.9
2024-05-06,04:54:12,CNR2944559,Cancelled by Customer,248893,Prime SUV,Jalahalli,Basavanagudi,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-08,13:34:13,CNR1495872,Success,435366,Auto,BTM Layout,Whitefield,7.38,8.01,0,,0,,0,,103,42.42,3.3,4
2024-05-27,05:23:41,CNR1965389,Cancelled by System,308318,Prime Plus,Varthur,Kadugodi,,,0,,0,,0,,,,,
2024-05-22,22:20:22,CNR3671825,Success,229638,Bike,Mathikere,Richmond Town,2.21,13.94,0,,0,,0,,246,28.77,3.9,5
2024-05-24,09:43:24,CNR1140573,Cancelled by Customer,841903,Mini,Gokula,Hebbal,,,1,Wrong Address,0,,0,,,,,
2024-05-11,08:52:01,CNR2409425,Cancelled by System,452767,Bike,Kadugodi,Bennigana Halli,,,0,,0,,0,,,,,
2024-05-18,05:34:29,CNR9155971,Success,307623,Bike,Vijayanagar,BTM Layout,5.37,8.12,0,,0,,0,,516,4.2,4.3,3.5
2024-05-04,18:01:27,CNR7344836,Cancelled by Driver,687191,Prime Plus,Richmond Town,Kadugodi,,,0,,1,Customer related issue,0,,,,,
2024-05-11,12:11:11,CNR6025831,Success,786447,Prime Plus,Ulsoor,Domlur,9.47,3.32,0,,0,,0,,448,13.92,3.9,4
2024-05-12,13:12:27,CNR5701269,Success,855218,Prime SUV,MG Road,New BEL Road,5.36,2.54,0,,0,,0,,312,19.77,4.1,4.7
2024-05-26,07:12:16,CNR4459711,Cancelled by Driver,983165,Prime SUV,Kadugodi,Electronic City,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-07,04:39:20,CNR9578266,Success,155743,eBike,Richmond Town,Old Airport Road,1.93,6.34,0,,0,,0,,469,43.16,3.1,4.1
2024-05-09,16:46:32,CNR6505119,Cancelled by System,969827,Auto,Hebbal,Basavanagudi,,,0,,0,,0,,,,,
2024-05-30,11:45:27,CNR4546738,Cancelled by Driver,698343,Prime Sedan,Domlur,Brookefield,,,0,,1,Customer related issue,0,,,,,
2024-05-06,19:19:08,CNR7023745,Incomplete,906324,Bike,Bennigana Halli,RT Nagar,3.09,6.61,0,,0,,1,Vehicle Breakdown,394,7.76,4.8,4.2
2024-05-05,08:52:43,CNR6455248,Success,931548,Bike,Langford Town,Koramangala,7.58,7.96,0,,0,,0,,235,15.06,4.9,3.5
2024-05-18,00:55:48,CNR8086214,Success,928499,Prime Plus,Sanjay Nagar,Vidyaranyapura,6.04,8.93,0,,0,,0,,423,34.17,3,4.2
2024-05-18,23:08:48,CNR7784778,Cancelled by Customer,226684,eBike,Ulsoor,CV Raman Nagar,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-24,00:59:46,CNR7865177,Cancelled by Driver,710118,eBike,Kalyan Nagar,Marathahalli,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-26,02:32:48,CNR9004524,Cancelled by Driver,293246,Prime Plus,Whitefield,Mathikere,,,0,,1,Customer related issue,0,,,,,
2024-05-13,22:03:17,CNR5177325,Success,349565,Bike,Malleshwaram,BTM Layout,4.17,3.64,0,,0,,0,,868,22.03,4.1,3.7
2024-05-22,07:36:49,CNR3357422,Success,440094,Prime SUV,Sadashivanagar,RT Nagar,7.85,7.52,0,,0,,0,,820,12.96,4,4.8
2024-05-18,20:39:11,CNR2067060,Success,102747,Prime Plus,Langford Town,Commercial Street,8.07,11.85,0,,0,,0,,316,18.06,3.9,5
2024-05-05,12:09:00,CNR2135866,Success,866738,Prime Plus,Frazer Town,Bellandur,7.61,3.38,0,,0,,0,,909,8.76,3.7,4.1
2024-05-22,14:14:45,CNR3339220,Cancelled by System,728744,Mini,Kadugodi,Brookefield,,,0,,0,,0,,,,,
2024-05-29,15:29:36,CNR4361422,Success,508035,Prime SUV,Mathikere,Kalyan Nagar,5.91,12.23,0,,0,,0,,121,7.22,3.9,3.9
2024-05-10,03:18:29,CNR7221266,Cancelled by System,201431,Bike,MG Road,JP Nagar,,,0,,0,,0,,,,,
2024-05-12,11:58:03,CNR3615209,Success,524967,eBike,RT Nagar,Richmond Town,1.67,14.61,0,,0,,0,,380,5.24,3.7,4.3
2024-05-19,17:35:09,CNR5315350,Cancelled by Customer,853611,eBike,Hebbal,Bellandur,,,1,Change of plans,0,,0,,,,,
2024-05-26,09:16:50,CNR6149017,Success,193812,eBike,Kalyan Nagar,Old Airport Road,9.28,8.95,0,,0,,0,,698,9.06,3.3,3.6
2024-05-18,06:09:51,CNR3587724,Success,447462,Prime Sedan,Indiranagar,Banashankari,3.01,14.44,0,,0,,0,,265,29,3.9,4.5
2024-05-17,22:39:40,CNR9658237,Cancelled by Customer,263013,Auto,Kalyan Nagar,CV Raman Nagar,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-21,16:00:13,CNR2924417,Cancelled by System,567009,Mini,Sahakara Nagar,CV Raman Nagar,,,0,,0,,0,,,,,
2024-05-02,14:42:09,CNR2422476,Cancelled by Driver,948936,Prime SUV,Yelahanka,Whitefield,,,0,,1,More than permitted people in there,0,,,,,
2024-05-01,12:11:30,CNR6295126,Success,452381,Prime SUV,Frazer Town,New BEL Road,5.56,4.83,0,,0,,0,,159,30.06,3.7,3.6
2024-05-22,12:35:14,CNR8300842,Success,517383,Mini,Koramangala,Electronic City,8.55,2.51,0,,0,,0,,385,21.44,3.4,4.9
2024-05-16,07:53:01,CNR9728060,Incomplete,950176,Bike,Kammanahalli,Frazer Town,2.24,5.57,0,,0,,1,Other Issue,1000,10.21,4.9,4
2024-05-09,01:25:50,CNR3610913,Incomplete,672086,Prime Sedan,Brookefield,Kadugodi,4.03,9.28,0,,0,,1,Vehicle Breakdown,801,28.58,3.2,3.5
2024-05-15,16:43:03,CNR2863637,Success,179819,Prime Plus,Jalahalli,Banashankari,8.67,4.44,0,,0,,0,,196,42.57,4.2,4.7
2024-05-28,14:05:58,CNR2013215,Cancelled by Customer,289433,Prime Plus,Peenya,Bellandur,,,1,Change of plans,0,,0,,,,,
2024-05-16,03:03:21,CNR5649622,Success,793456,Prime Sedan,RT Nagar,Bannerghatta Road,1.11,6.68,0,,0,,0,,989,30.84,3.9,3.6
2024-05-04,05:18:58,CNR9389244,Cancelled by Customer,959126,Prime SUV,Varthur,Sahakara Nagar,,,1,Wrong Address,0,,0,,,,,
2024-05-26,10:09:18,CNR7886343,Cancelled by Customer,971954,Prime SUV,Yeshwanthpur,Indiranagar,,,1,AC is not working,0,,0,,,,,
2024-05-01,00:36:47,CNR5900131,Success,148725,Mini,Varthur,Koramangala,4.99,4.78,0,,0,,0,,946,36.99,4.9,3.9
2024-05-03,02:53:20,CNR6838971,Cancelled by Customer,514538,Auto,Hoodi,Richmond Town,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-05,07:24:54,CNR3960948,Incomplete,578957,Auto,Rajajinagar,Jalahalli,6.84,6.9,0,,0,,1,Other Issue,384,34.63,3.2,4
2024-05-18,14:07:50,CNR8669360,Success,862590,Prime Plus,Sarjapur Road,Kammanahalli,1.81,5.86,0,,0,,0,,403,24.59,4.5,4.9
2024-05-11,10:18:36,CNR1883962,Cancelled by Driver,361950,Mini,Vijayanagar,Sahakara Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-03,00:38:40,CNR7352870,Cancelled by Driver,183007,Prime SUV,Bennigana Halli,Old Airport Road,,,0,,1,Customer related issue,0,,,,,
2024-05-18,08:19:34,CNR2611640,Cancelled by Driver,972518,Prime Plus,Banashankari,Vasanth Nagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-26,10:01:43,CNR1974284,Success,698575,Bike,Rajajinagar,Yeshwanthpur,4.94,14.39,0,,0,,0,,514,43.07,3,4.9
2024-05-24,22:45:04,CNR4743801,Cancelled by Driver,722515,Mini,Indiranagar,Ulsoor,,,0,,1,Customer related issue,0,,,,,
2024-05-18,23:12:28,CNR7425341,Success,208119,Mini,Brigade Road,Banashankari,1.06,4.64,0,,0,,0,,225,22.95,3.2,3.8
2024-05-25,02:47:18,CNR2662858,Incomplete,312456,eBike,CV Raman Nagar,Koramangala,5.04,13.5,0,,0,,1,Other Issue,516,2.9,4.3,4.1
2024-05-18,11:41:11,CNR5306765,Incomplete,763773,eBike,Yelahanka,Banashankari,4.93,12.87,0,,0,,1,Vehicle Breakdown,435,26.08,3.1,4.9
2024-05-07,21:49:08,CNR2378371,Success,258796,Prime Sedan,Hebbal,Old Airport Road,2.39,10.32,0,,0,,0,,218,32.39,3.6,4.2
2024-05-01,22:12:43,CNR6477473,Success,734852,eBike,Vijayanagar,Koramangala,1.36,11.36,0,,0,,0,,307,30.19,4.9,3.9
2024-05-10,14:41:57,CNR6023766,Cancelled by Driver,678545,Auto,Basavanagudi,New BEL Road,,,0,,1,Customer related issue,0,,,,,
2024-05-12,23:03:06,CNR1386763,Cancelled by System,858108,Bike,Mahadevapura,HSR Layout,,,0,,0,,0,,,,,
2024-05-30,13:33:46,CNR4333960,Success,945304,Auto,Cooke Town,Jayanagar,7.08,13.2,0,,0,,0,,67,33.65,3.4,4.4
2024-05-26,16:31:43,CNR2830641,Success,120472,Bike,Vidyaranyapura,BTM Layout,1.11,2.06,0,,0,,0,,825,33.22,3.4,4.7
2024-05-11,03:40:19,CNR1306586,Cancelled by System,525169,Bike,CV Raman Nagar,BTM Layout,,,0,,0,,0,,,,,
2024-05-23,05:12:21,CNR8915159,Success,971905,Prime Plus,Vidyaranyapura,Langford Town,3.82,7.96,0,,0,,0,,63,25.05,4.3,4.1
2024-05-27,10:22:34,CNR4097528,Success,748113,Prime Plus,Sadashivanagar,Jayanagar,7.22,5.32,0,,0,,0,,681,34.67,4.6,5
2024-05-24,04:48:46,CNR6708277,Success,470559,Prime Plus,Kalyan Nagar,HSR Layout,2.42,9.51,0,,0,,0,,139,10.86,3.5,4.4
2024-05-19,05:05:57,CNR6195252,Cancelled by Driver,108654,eBike,Mahadevapura,Vidyaranyapura,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-07,09:09:17,CNR3520335,Success,831321,Prime Plus,CV Raman Nagar,Frazer Town,9.2,8.2,0,,0,,0,,416,9.73,4.4,3.8
2024-05-19,17:14:40,CNR2573504,Cancelled by Driver,396187,Prime Sedan,JP Nagar,Banashankari,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-04,07:05:04,CNR7443414,Cancelled by Driver,950983,eBike,Sadashivanagar,Banashankari,,,0,,1,Customer related issue,0,,,,,
2024-05-27,22:16:13,CNR6453859,Success,678410,Prime SUV,Varthur,HSR Layout,8.84,11.06,0,,0,,0,,628,42.77,3.7,3.9
2024-05-03,11:52:10,CNR9972840,Success,813482,Prime SUV,Vijayanagar,Indiranagar,3.27,8.11,0,,0,,0,,60,1.4,4.1,3.9
2024-05-15,03:32:15,CNR9736369,Success,714298,Bike,Brigade Road,Richmond Town,2.28,4.4,0,,0,,0,,153,19.46,3.1,4.2
2024-05-06,05:06:17,CNR2980456,Cancelled by Driver,740516,Prime Sedan,Richmond Town,Ulsoor,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-25,23:58:34,CNR1449703,Cancelled by Driver,125779,eBike,Kadugodi,Mathikere,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-05,16:19:44,CNR6378556,Cancelled by Customer,507094,Prime SUV,Banashankari,Richmond Town,,,1,AC is not working,0,,0,,,,,
2024-05-30,13:02:39,CNR6047761,Success,189485,Prime SUV,Rajajinagar,CV Raman Nagar,5.14,8.17,0,,0,,0,,566,30.58,3,4.8
2024-05-17,13:29:54,CNR8466410,Success,167997,eBike,Old Airport Road,Yeshwanthpur,2.32,10.23,0,,0,,0,,429,23.51,3.8,3.6
2024-05-03,20:59:30,CNR8461788,Success,851267,Auto,CV Raman Nagar,MG Road,6.82,13.12,0,,0,,0,,232,21.11,4.3,3.8
2024-05-28,07:34:21,CNR4638032,Cancelled by Driver,842559,Mini,Brigade Road,New BEL Road,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-14,22:31:31,CNR7469297,Success,941356,eBike,Richmond Town,Sanjay Nagar,6.81,8.15,0,,0,,0,,200,16.57,4.5,4
2024-05-07,09:27:07,CNR1645068,Success,971321,Prime Sedan,New BEL Road,Langford Town,3.49,14.61,0,,0,,0,,168,3.18,3.5,4.7
2024-05-31,00:42:35,CNR3661441,Success,606895,Bike,Old Airport Road,Varthur,5.35,2.3,0,,0,,0,,769,15.52,4.5,4.8
2024-05-06,09:44:00,CNR5950237,Success,974800,Prime Sedan,CV Raman Nagar,Vasanth Nagar,3.84,14.21,0,,0,,0,,2914,32.12,5,4.1
2024-05-04,02:24:35,CNR4524674,Success,186116,Prime Plus,Bennigana Halli,Banashankari,7.35,12.46,0,,0,,0,,387,35.68,4.7,3.6
2024-05-10,00:17:49,CNR1980931,Cancelled by Driver,989770,Prime SUV,Gokula,MG Road,,,0,,1,More than permitted people in there,0,,,,,
2024-05-05,23:06:49,CNR8046466,Success,458382,Bike,Brookefield,Basavanagudi,1.92,8.73,0,,0,,0,,254,34.27,3.9,4.5
2024-05-12,13:02:42,CNR9854466,Success,767836,eBike,Marathahalli,Peenya,2.86,13.88,0,,0,,0,,576,41.7,4.1,4.9
2024-05-10,10:27:44,CNR8030980,Cancelled by Driver,639932,Prime Plus,MG Road,Electronic City,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-24,10:32:53,CNR2083502,Success,814665,Prime Plus,CV Raman Nagar,Koramangala,6.48,12.71,0,,0,,0,,800,2.28,3.7,4.9
2024-05-10,09:27:03,CNR1223417,Success,892085,Bike,Yelahanka,Brigade Road,3.38,12.66,0,,0,,0,,320,42.95,4.5,4.9
2024-05-11,23:02:16,CNR1249859,Success,372606,Mini,Peenya,Gokula,6.43,10.97,0,,0,,0,,438,20.14,5,4
2024-05-04,01:39:15,CNR6136973,Success,824612,Prime Plus,MG Road,Richmond Town,6.2,8.72,0,,0,,0,,247,43.2,4.6,4.8
2024-05-21,08:04:46,CNR1271932,Cancelled by Driver,258515,Prime SUV,Electronic City,Frazer Town,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-15,11:13:48,CNR6450534,Success,766872,Prime Sedan,Frazer Town,Vasanth Nagar,1.05,9.73,0,,0,,0,,97,20.62,3.9,4.5
2024-05-26,05:22:20,CNR7381359,Cancelled by System,801905,eBike,Whitefield,Bannerghatta Road,,,0,,0,,0,,,,,
2024-05-27,00:19:49,CNR9510088,Success,853750,Prime SUV,Indiranagar,BTM Layout,9.61,8.17,0,,0,,0,,499,8.71,4.2,4.4
2024-05-19,08:29:42,CNR5224477,Success,984533,eBike,Mathikere,Frazer Town,5.45,3.18,0,,0,,0,,626,12.99,4.2,3.8
2024-05-07,10:16:55,CNR4616578,Success,266741,Prime Plus,Mahadevapura,CV Raman Nagar,9.9,14.26,0,,0,,0,,149,9.09,3.6,4.3
2024-05-31,06:09:05,CNR5679464,Incomplete,191118,Mini,Hoodi,Jayanagar,9.55,11.58,0,,0,,1,Customer Demand,832,26.47,4.7,3.6
2024-05-22,09:23:22,CNR3104840,Cancelled by Customer,878326,Mini,Frazer Town,BTM Layout,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-06,09:54:19,CNR7726090,Success,477773,Prime Plus,Langford Town,Varthur,8.63,7.58,0,,0,,0,,166,6.47,3.8,3.8
2024-05-02,22:24:01,CNR1496308,Success,722194,Prime Sedan,Vijayanagar,Varthur,9.83,6.05,0,,0,,0,,346,2.45,3.5,4.5
2024-05-26,19:48:13,CNR6363951,Cancelled by Driver,462278,Auto,Mathikere,Gokula,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-12,00:51:42,CNR8514969,Success,821349,Mini,Bennigana Halli,Mathikere,4.55,7.76,0,,0,,0,,511,20.05,4.9,4.5
2024-05-28,15:27:43,CNR9609598,Success,888286,eBike,Marathahalli,CV Raman Nagar,4.08,11.17,0,,0,,0,,256,18.44,3.9,4.2
2024-05-05,09:12:49,CNR9282979,Success,329716,Mini,Kammanahalli,Richmond Town,1.98,3.02,0,,0,,0,,310,28.58,4.5,4.3
2024-05-05,08:35:12,CNR3568447,Success,222155,Prime Sedan,Brookefield,Whitefield,6.09,14.62,0,,0,,0,,2514,33.18,4.5,3.5
2024-05-15,19:53:47,CNR1273364,Success,625371,Prime SUV,Gokula,Sahakara Nagar,2.43,9.39,0,,0,,0,,104,41.31,3.8,4.7
2024-05-12,11:16:16,CNR3761900,Success,559125,Prime SUV,HSR Layout,Rajajinagar,9.72,14.65,0,,0,,0,,560,30.93,3.7,4.1
2024-05-23,23:00:05,CNR8091721,Success,480635,Prime Sedan,Yelahanka,Sanjay Nagar,8.39,11.52,0,,0,,0,,178,12.71,4.9,4.8
2024-05-22,07:50:19,CNR1061451,Success,481561,eBike,Whitefield,Gokula,1.99,3.81,0,,0,,0,,427,21.08,5,4.5
2024-05-31,05:30:50,CNR9771567,Success,551525,Prime Plus,Sanjay Nagar,JP Nagar,4.97,12.34,0,,0,,0,,794,25.7,4.3,4.5
2024-05-23,06:30:13,CNR1743694,Cancelled by Driver,504416,Prime Sedan,Varthur,JP Nagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-08,21:42:27,CNR9582926,Success,148275,eBike,Brookefield,Whitefield,7.65,2.55,0,,0,,0,,171,30.12,3.3,4
2024-05-09,15:36:39,CNR4399498,Cancelled by Driver,504550,Mini,Koramangala,Jalahalli,,,0,,1,More than permitted people in there,0,,,,,
2024-05-18,01:50:29,CNR6638896,Cancelled by Driver,478237,Prime SUV,Bannerghatta Road,Mathikere,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-22,17:25:44,CNR6893195,Success,235063,Mini,RT Nagar,Whitefield,9.05,3.8,0,,0,,0,,537,19.24,3.4,3.5
2024-05-21,05:31:06,CNR5810240,Cancelled by Driver,976670,Auto,Cooke Town,Kalyan Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-29,09:52:50,CNR7625384,Cancelled by Customer,197440,Mini,Hebbal,Indiranagar,,,1,Wrong Address,0,,0,,,,,
2024-05-23,11:21:43,CNR3580148,Success,211079,Prime Sedan,Cooke Town,Basavanagudi,4.2,11.62,0,,0,,0,,657,34.49,3.8,3.6
2024-05-31,04:30:10,CNR6849768,Success,425576,Bike,Sanjay Nagar,Bennigana Halli,2.69,8.74,0,,0,,0,,932,3.08,4.1,5
2024-05-16,01:21:38,CNR6934842,Incomplete,106537,Prime SUV,Gokula,BTM Layout,2.69,3.18,0,,0,,1,Other Issue,421,3.58,3.6,3.8
2024-05-06,01:54:02,CNR8145449,Success,672129,eBike,Indiranagar,MG Road,5.78,12.83,0,,0,,0,,555,23.49,4.5,3.8
2024-05-20,11:48:00,CNR9290909,Success,347941,Prime Plus,Peenya,Mahadevapura,3.83,9.45,0,,0,,0,,283,19.38,3.9,4.1
2024-05-22,08:25:03,CNR4480968,Success,525322,Bike,MG Road,Bannerghatta Road,5,4.63,0,,0,,0,,418,4.02,3.2,4
2024-05-26,03:56:38,CNR2169754,Success,803552,Mini,Kalyan Nagar,Sanjay Nagar,9.82,13.47,0,,0,,0,,273,44.66,3.1,3.6
2024-05-31,09:38:50,CNR2519410,Success,607921,Bike,Whitefield,Jalahalli,1.26,10.86,0,,0,,0,,448,18.01,4.3,4.7
2024-05-28,08:51:33,CNR9068121,Success,950450,Prime Plus,MG Road,Basavanagudi,7.21,12.16,0,,0,,0,,201,8.62,3,4.5
2024-05-09,19:20:49,CNR9794094,Success,752744,eBike,Hoodi,Langford Town,7.04,3.38,0,,0,,0,,85,23.38,4.9,3.6
2024-05-18,07:57:32,CNR7845967,Success,811301,Mini,Sarjapur Road,Brigade Road,3.76,11.47,0,,0,,0,,1134,41.53,4.9,3.5
2024-05-01,03:46:26,CNR9557487,Success,569731,Mini,Jalahalli,Jayanagar,8.79,13.29,0,,0,,0,,344,39.64,3.8,4.6
2024-05-18,17:56:40,CNR7783833,Success,278391,Prime Plus,RT Nagar,Banashankari,1.59,6.08,0,,0,,0,,63,20.21,3.9,4.7
2024-05-19,22:11:32,CNR2083501,Success,681747,Prime Sedan,Peenya,CV Raman Nagar,5.46,12.22,0,,0,,0,,375,11.74,4.9,3.5
2024-05-06,23:27:34,CNR7030452,Cancelled by Customer,573077,Mini,BTM Layout,Basavanagudi,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-29,17:02:03,CNR7192982,Success,151683,Prime Plus,Vasanth Nagar,Peenya,3.42,2.28,0,,0,,0,,190,36.62,4.6,4.4
2024-05-09,02:38:32,CNR3754565,Cancelled by Customer,109431,eBike,Vijayanagar,Richmond Town,,,1,Change of plans,0,,0,,,,,
2024-05-22,11:15:30,CNR5718290,Cancelled by Driver,196071,Prime Sedan,Old Airport Road,New BEL Road,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-26,06:10:17,CNR9713744,Success,158201,Auto,Sanjay Nagar,Brigade Road,5.6,6.28,0,,0,,0,,309,29.86,3.7,4.8
2024-05-23,18:32:47,CNR2748150,Success,795646,Prime Plus,Varthur,Langford Town,7.51,11.43,0,,0,,0,,233,43.95,3.9,4.4
2024-05-18,19:37:17,CNR8701401,Success,946909,Mini,MG Road,Varthur,9.57,7.05,0,,0,,0,,819,10.93,3.3,3.7
2024-05-18,09:55:34,CNR8076850,Success,404419,Bike,Commercial Street,Bellandur,8.97,8.46,0,,0,,0,,549,19.85,4.7,4
2024-05-22,15:12:37,CNR2465978,Success,318457,Prime SUV,HSR Layout,Hoodi,2.91,6.52,0,,0,,0,,431,17.69,3.2,3.9
2024-05-15,05:58:50,CNR2237079,Cancelled by Driver,571130,Prime SUV,Kammanahalli,Vijayanagar,,,0,,1,More than permitted people in there,0,,,,,
2024-05-03,12:36:08,CNR7203428,Success,377753,Prime Plus,Brookefield,Jayanagar,1.49,10.97,0,,0,,0,,263,39.12,4.1,5
2024-05-12,10:28:08,CNR4519241,Cancelled by Driver,548228,Prime Plus,Peenya,Kammanahalli,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-30,04:52:51,CNR6362812,Incomplete,388298,Bike,Cooke Town,Ulsoor,8.08,8.75,0,,0,,1,Vehicle Breakdown,228,38.39,3,4.3
2024-05-02,05:41:12,CNR2395569,Cancelled by Driver,485607,Prime Sedan,Hebbal,Rajajinagar,,,0,,1,Personal & Car related issues,0,,,,,
2024-05-04,02:24:00,CNR8961879,Cancelled by Customer,958710,Bike,Kammanahalli,Jalahalli,,,1,Driver asked to cancel,0,,0,,,,,
2024-05-03,12:24:07,CNR8709356,Success,282904,Prime Sedan,Basavanagudi,Whitefield,7.2,6.4,0,,0,,0,,331,36.12,4.2,4.7
2024-05-31,07:37:21,CNR6294719,Cancelled by Driver,425236,Mini,New BEL Road,Koramangala,,,0,,1,The customer was coughing/sick,0,,,,,
2024-05-26,19:28:18,CNR5876331,Cancelled by System,996181,Mini,MG Road,Brookefield,,,0,,0,,0,,,,,
